,Unnamed: 0,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,Longitude,Latitude,GEOID_num,OccDensity,nullcheck,geometry,population,income,demand_scaled
109,899,42,3,130100,1400000US42003130100,42003130100,1301.0,CT,772139,0,40.459281083600004,-79.8887610386,42003130100.0,,,"POLYGON ((-79.900936 40.458951, -79.89902699999999 40.463865, -79.90062999999999 40.464239, -79.89897599999999 40.464667999999996, -79.898732 40.464611, -79.895969 40.463834999999996, -79.894453 40.462543, -79.88999199999999 40.461829, -79.888123 40.461331, -79.879314 40.459112, -79.879066 40.459151, -79.877686 40.457094, -79.880866 40.455048, -79.884086 40.455484999999996, -79.885944 40.455073999999996, -79.888093 40.455527, -79.887726 40.45651, -79.888374 40.45791, -79.891072 40.458521999999995, -79.89044799999999 40.460111, -79.892687 40.460629999999995, -79.897556 40.462081999999995, -79.897553 40.460394, -79.898528 40.457906, -79.90111499999999 40.45849, -79.900936 40.458951))",1702,12491,0.2711596401460925
50,264,42,3,130200,1400000US42003130200,42003130200,1302.0,CT,348488,0,40.4586355223,-79.8934808671,42003130200.0,,,"POLYGON ((-79.897553 40.460394, -79.897556 40.462081999999995, -79.892687 40.460629999999995, -79.89044799999999 40.460111, -79.891072 40.458521999999995, -79.888374 40.45791, -79.887726 40.45651, -79.888093 40.455527, -79.891902 40.456393, -79.894145 40.456900000000005, -79.896298 40.457397, -79.898528 40.457906, -79.897553 40.460394))",1422,16373,0.46245958885077604
242,1916,42,3,130300,1400000US42003130300,42003130300,1303.0,CT,546310,0,40.454636501399996,-79.8969196989,42003130300.0,,,"POLYGON ((-79.90531 40.455481999999996, -79.905264 40.455556, -79.90490799999999 40.455442, -79.903148 40.454981, -79.90284199999999 40.454879, -79.902271 40.455599, -79.90111499999999 40.45849, -79.898528 40.457906, -79.896298 40.457397, -79.894145 40.456900000000005, -79.891902 40.456393, -79.892629 40.45453, -79.891109 40.453165, -79.891487 40.452219, -79.892887 40.450168, -79.89361099999999 40.450645, -79.89882 40.452718999999995, -79.900911 40.453520999999995, -79.905479 40.455245, -79.90531 40.455481999999996))",1230,14273,0.2858300121433734
110,900,42,3,130400,1400000US42003130400,42003130400,1304.0,CT,475088,0,40.4517793207,-79.88837576579999,42003130400.0,,,"POLYGON ((-79.892887 40.450168, -79.891487 40.452219, -79.891109 40.453165, -79.892629 40.45453, -79.891902 40.456393, -79.888093 40.455527, -79.885944 40.455073999999996, -79.88537199999999 40.453168, -79.885258 40.452695999999996, -79.884822 40.45198, -79.884087 40.449144, -79.884576 40.449303, -79.885464 40.447694999999996, -79.88593 40.446906999999996, -79.888184 40.447659, -79.891768 40.450098, -79.892431 40.44994, -79.892887 40.450168))",945,13429,0.2573167935946546
243,1917,42,3,130600,1400000US42003130600,42003130600,1306.0,CT,1403868,0,40.453917437600005,-79.87524702649999,42003130600.0,,,"POLYGON ((-79.885944 40.455073999999996, -79.884086 40.455484999999996, -79.880866 40.455048, -79.877686 40.457094, -79.879066 40.459151, -79.876295 40.459700999999995, -79.875531 40.461549, -79.875607 40.460685999999995, -79.874504 40.459263, -79.872878 40.460618, -79.869102 40.460972999999996, -79.872608 40.45753, -79.868257 40.456389, -79.865794 40.455765, -79.86637999999999 40.452812, -79.867561 40.449389, -79.872613 40.449374999999996, -79.877128 40.449802999999996, -79.879255 40.449756, -79.884087 40.449144, -79.884822 40.45198, -79.885258 40.452695999999996, -79.88537199999999 40.453168, -79.885944 40.455073999999996))",2969,17306,0.2913071763108088
96,737,42,3,140100,1400000US42003140100,42003140100,1401.0,CT,1465179,0,40.4427564642,-79.9373736069,42003140100.0,,,"POLYGON ((-79.949244 40.441345, -79.947565 40.443405999999996, -79.94690299999999 40.444514, -79.946584 40.444911, -79.947188 40.447115, -79.946867 40.447143, -79.93883799999999 40.447686, -79.937291 40.447792, -79.936387 40.447534, -79.934012 40.44685, -79.93023699999999 40.445197, -79.927925 40.444120999999996, -79.927784 40.440901, -79.927714 40.438038999999996, -79.934033 40.437706999999996, -79.936216 40.437622999999995, -79.940846 40.438967, -79.942176 40.440444, -79.947009 40.441483, -79.948409 40.44086, -79.948953 40.441179999999996, -79.949244 40.441345))",5520,7194,0.38061360397055793
244,1918,42,3,140200,1400000US42003140200,42003140200,1402.0,CT,759492,0,40.4478003285,-79.926311903,42003140200.0,,,"POLYGON ((-79.937291 40.447792, -79.935802 40.447911, -79.93420499999999 40.4484, -79.92964599999999 40.449827, -79.928437 40.450212, -79.925787 40.451201, -79.923971 40.451932, -79.92207499999999 40.452686, -79.920712 40.452894, -79.92022999999999 40.451218, -79.921576 40.447669999999995, -79.920513 40.443850999999995, -79.92539 40.444005, -79.927925 40.444120999999996, -79.93023699999999 40.445197, -79.934012 40.44685, -79.936387 40.447534, -79.937291 40.447792))",2523,29314,0.4700421915342457
99,742,42,3,140300,1400000US42003140300,42003140300,1403.0,CT,941940,0,40.441433864000004,-79.919603386,42003140300.0,,,"POLYGON ((-79.927925 40.444120999999996, -79.92539 40.444005, -79.920513 40.443850999999995, -79.917776 40.444326, -79.915668 40.444778, -79.914125 40.446357, -79.91165 40.446695999999996, -79.912246 40.443124999999995, -79.913083 40.438027999999996, -79.916145 40.438036, -79.919359 40.438041, -79.922984 40.438055999999996, -79.926946 40.438072999999996, -79.927714 40.438038999999996, -79.927784 40.440901, -79.927925 40.444120999999996))",3431,62620,0.6937652170534266
111,901,42,3,140400,1400000US42003140400,42003140400,1404.0,CT,834995,0,40.4493432054,-79.9157154706,42003140400.0,,,"POLYGON ((-79.921576 40.447669999999995, -79.92022999999999 40.451218, -79.920712 40.452894, -79.915354 40.453613999999995, -79.912424 40.454037, -79.909447 40.452039, -79.908192 40.451487, -79.910158 40.448761, -79.91080199999999 40.447851, -79.911435 40.446978, -79.91165 40.446695999999996, -79.914125 40.446357, -79.915668 40.444778, -79.917776 40.444326, -79.920513 40.443850999999995, -79.921576 40.447669999999995))",2319,66627,0.6394750794046097
380,3097,42,3,140500,1400000US42003140500,42003140500,1405.0,CT,754719,0,40.451673551599995,-79.9021396581,42003140500.0,,,"POLYGON ((-79.911418 40.454915, -79.90968699999999 40.456565, -79.905479 40.455245, -79.900911 40.453520999999995, -79.89882 40.452718999999995, -79.89361099999999 40.450645, -79.892887 40.450168, -79.892431 40.44994, -79.893225 40.446494, -79.895162 40.447133, -79.901316 40.449180999999996, -79.903761 40.449998, -79.908192 40.451487, -79.909447 40.452039, -79.912424 40.454037, -79.911418 40.454915))",1915,37941,0.4500354356877828
322,2650,42,3,140600,1400000US42003140600,42003140600,1406.0,CT,888060,0,40.445941638600004,-79.90142502229999,42003140600.0,,,"POLYGON ((-79.91080199999999 40.447851, -79.910158 40.448761, -79.908192 40.451487, -79.903761 40.449998, -79.901316 40.449180999999996, -79.895162 40.447133, -79.893225 40.446494, -79.893751 40.443836999999995, -79.894363 40.441175, -79.894682 40.439831, -79.89764199999999 40.439661, -79.899485 40.439557, -79.899681 40.440056, -79.898771 40.443838, -79.90136 40.445834999999995, -79.903365 40.446373, -79.90587699999999 40.444359999999996, -79.90872999999999 40.444494999999996, -79.90828499999999 40.44594, -79.911435 40.446978, -79.91080199999999 40.447851))",3152,51864,0.6224440118363965
51,265,42,3,140800,1400000US42003140800,42003140800,1408.0,CT,1089074,0,40.4333318566,-79.91660838199999,42003140800.0,,,"POLYGON ((-79.923142 40.432354, -79.922833 40.434754, -79.922984 40.438055999999996, -79.919359 40.438041, -79.916145 40.438036, -79.913083 40.438027999999996, -79.911475 40.438013, -79.909082 40.437051, -79.909072 40.433968, -79.915105 40.431393, -79.915334 40.429887, -79.90746399999999 40.426485, -79.912489 40.426473, -79.91423 40.427884, -79.914853 40.428018, -79.915556 40.427876999999995, -79.921199 40.429171, -79.923485 40.429738, -79.923142 40.432354))",4487,37938,0.592220533542565
245,1919,42,3,141000,1400000US42003141000,42003141000,1410.0,CT,507879,0,40.4329280476,-79.8976004458,42003141000.0,,,"POLYGON ((-79.90136799999999 40.42723, -79.89867199999999 40.435567999999996, -79.899013 40.437626, -79.900267 40.439516, -79.899485 40.439557, -79.89764199999999 40.439661, -79.894682 40.439831, -79.895038 40.437667999999995, -79.89514199999999 40.437191999999996, -79.895568 40.434962, -79.897111 40.427609, -79.895096 40.428166, -79.894251 40.427015, -79.892878 40.428264999999996, -79.89218 40.427887999999996, -79.89359499999999 40.426631, -79.89922 40.426935, -79.90136799999999 40.42723))",953,60708,0.523893353051721
112,902,42,3,141100,1400000US42003141100,42003141100,1411.0,CT,1223263,163168,40.4206526645,-79.9050383604,42003141100.0,,,"POLYGON ((-79.916327 40.416702, -79.914926 40.418423, -79.91072799999999 40.421231, -79.908507 40.423926, -79.907343 40.423942, -79.906117 40.426075999999995, -79.904095 40.426117999999995, -79.90136799999999 40.42723, -79.89922 40.426935, -79.89359499999999 40.426631, -79.89218 40.427887999999996, -79.89100599999999 40.427197, -79.894194 40.425554, -79.896749 40.426261, -79.897324 40.426052999999996, -79.899001 40.420615, -79.898872 40.41885, -79.899542 40.415870999999996, -79.906038 40.415965, -79.911057 40.415042, -79.911536 40.414896, -79.915686 40.415751, -79.916327 40.416702))",1300,37118,0.3127208993568756
246,1920,42,3,141300,1400000US42003141300,42003141300,1413.0,CT,890203,0,40.4334904861,-79.928211699,42003141300.0,,,"POLYGON ((-79.93304499999999 40.433434999999996, -79.934033 40.437706999999996, -79.927714 40.438038999999996, -79.926946 40.438072999999996, -79.922984 40.438055999999996, -79.922833 40.434754, -79.923142 40.432354, -79.923485 40.429738, -79.92676 40.428152, -79.930494 40.428912, -79.933223 40.428931, -79.932553 40.432032, -79.93457099999999 40.432249999999996, -79.93304499999999 40.433434999999996))",5126,31359,0.7009132931094229
113,903,42,3,141400,1400000US42003141400,42003141400,1414.0,CT,2048855,88690,40.4213223168,-79.9187329775,42003141400.0,,,"POLYGON ((-79.927694 40.427712, -79.92676 40.428152, -79.923485 40.429738, -79.921199 40.429171, -79.915556 40.427876999999995, -79.914853 40.428018, -79.91423 40.427884, -79.912489 40.426473, -79.90746399999999 40.426485, -79.906009 40.427762, -79.906117 40.426075999999995, -79.907343 40.423942, -79.908507 40.423926, -79.91072799999999 40.421231, -79.914926 40.418423, -79.916327 40.416702, -79.915686 40.415751, -79.911536 40.414896, -79.915403 40.413226, -79.918572 40.410757, -79.92156 40.41222, -79.92277399999999 40.411804, -79.92284699999999 40.412929999999996, -79.924971 40.415048, -79.926774 40.418911, -79.926096 40.419542, -79.92626299999999 40.423085, -79.926277 40.423589, -79.925732 40.425422999999995, -79.926552 40.425874, -79.926935 40.426902999999996, -79.927694 40.427712))",5143,41406,0.46787168790818595
196,1713,42,3,151600,1400000US42003151600,42003151600,1516.0,CT,820480,0,40.425024378,-79.9443799606,42003151600.0,,,"POLYGON ((-79.952282 40.425171999999996, -79.952236 40.425429, -79.952109 40.425762999999996, -79.951956 40.426016, -79.95170399999999 40.426308999999996, -79.951234 40.426784999999995, -79.950431 40.427597999999996, -79.949658 40.429190999999996, -79.949393 40.428886, -79.94684199999999 40.428474, -79.941856 40.430102999999995, -79.939045 40.42885, -79.939767 40.427972, -79.939788 40.426187, -79.939835 40.418952, -79.94175 40.419194999999995, -79.944267 40.420412, -79.947559 40.421993, -79.948178 40.422962999999996, -79.949835 40.425664999999995, -79.95203599999999 40.424917, -79.952288 40.424898, -79.952282 40.425171999999996))",2576,34099,0.4816636858361498
197,1714,42,3,151700,1400000US42003151700,42003151700,1517.0,CT,1189444,0,40.423977384699995,-79.93312603,42003151700.0,,,"POLYGON ((-79.939788 40.426187, -79.939767 40.427972, -79.939045 40.42885, -79.936979 40.428551, -79.933223 40.428931, -79.930494 40.428912, -79.92676 40.428152, -79.927694 40.427712, -79.926935 40.426902999999996, -79.926552 40.425874, -79.925732 40.425422999999995, -79.926277 40.423589, -79.92626299999999 40.423085, -79.926096 40.419542, -79.926774 40.418911, -79.928168 40.419683, -79.929215 40.419753, -79.929502 40.419002, -79.93310699999999 40.419798, -79.93369 40.419731999999996, -79.93383 40.419788, -79.93800999999999 40.419115999999995, -79.939835 40.418952, -79.939788 40.426187))",5477,33319,0.6087349911046476
0,26,42,3,160800,1400000US42003160800,42003160800,1608.0,CT,1029320,0,40.4209323417,-79.9711141545,42003160800.0,,,"POLYGON ((-79.979609 40.42095, -79.976653 40.424923, -79.97496199999999 40.425053, -79.97210199999999 40.42488, -79.968341 40.424442, -79.965974 40.424133999999995, -79.961288 40.421257, -79.961989 40.420927999999996, -79.962728 40.420321, -79.962724 40.420099, -79.96303999999999 40.419286, -79.963596 40.419024, -79.964039 40.418265999999996, -79.965105 40.417431, -79.96547199999999 40.417373999999995, -79.965676 40.417339, -79.966578 40.417192, -79.971334 40.417601999999995, -79.97290799999999 40.417424, -79.97452 40.417251, -79.97569899999999 40.417128, -79.978869 40.417957, -79.97917199999999 40.421132, -79.979609 40.42095))",2570,32759,0.4160621261487453
353,2857,42,3,160900,1400000US42003160900,42003160900,1609.0,CT,1246733,443598,40.4248069858,-79.9642285053,42003160900.0,,,"POLYGON ((-79.976265 40.428506, -79.97581699999999 40.431756, -79.973779 40.431174999999996, -79.973502 40.433876999999995, -79.960197 40.428542, -79.955973 40.424569, -79.954573 40.420769, -79.953974 40.418242, -79.952317 40.411237, -79.952955 40.410658999999995, -79.95509799999999 40.410546, -79.95583599999999 40.410947, -79.955754 40.414277, -79.956627 40.417316, -79.957899 40.419005999999996, -79.961288 40.421257, -79.965974 40.424133999999995, -79.968341 40.424442, -79.97210199999999 40.42488, -79.97496199999999 40.425053, -79.976607 40.425126, -79.976265 40.428506))",3011,42763,0.46727134324086356
114,904,42,3,170200,1400000US42003170200,42003170200,1702.0,CT,1109225,279346,40.4298650702,-79.9848758442,42003170200.0,,,"POLYGON ((-79.996738 40.432801, -79.993405 40.432612999999996, -79.98914099999999 40.432598, -79.98810999999999 40.432601, -79.981459 40.433546, -79.975827 40.434315, -79.973502 40.433876999999995, -79.973779 40.431174999999996, -79.97581699999999 40.431756, -79.976265 40.428506, -79.976607 40.425126, -79.982592 40.425477, -79.98559399999999 40.425681, -79.986272 40.425753, -79.987487 40.426051, -79.988546 40.426477, -79.998803 40.429749, -79.996738 40.432801))",3725,30167,0.4782908752929273
198,1720,42,3,170600,1400000US42003170600,42003170600,1706.0,CT,845962,0,40.4226140869,-79.9847551958,42003170600.0,,,"POLYGON ((-79.998803 40.429749, -79.988546 40.426477, -79.987487 40.426051, -79.986272 40.425753, -79.98559399999999 40.425681, -79.982592 40.425477, -79.976607 40.425126, -79.97496199999999 40.425053, -79.976653 40.424923, -79.979609 40.42095, -79.97917199999999 40.421132, -79.978869 40.417957, -79.98060199999999 40.417719999999996, -79.982259 40.417667, -79.986362 40.417556, -79.98818299999999 40.41851, -79.988159 40.420083999999996, -79.988247 40.421889, -79.988312 40.422875, -79.98772799999999 40.424866, -79.990353 40.425053, -79.994823 40.427456, -79.996786 40.428194, -79.998361 40.42899, -79.99902399999999 40.429451, -79.998803 40.429749))",1718,26916,0.3399979863280763
27,203,42,3,180300,1400000US42003180300,42003180300,1803.0,CT,769308,0,40.4229649249,-79.9937894709,42003180300.0,,,"POLYGON ((-80.002214 40.428554, -80.001344 40.428927, -79.99956 40.428114, -79.996786 40.428194, -79.994823 40.427456, -79.990353 40.425053, -79.98772799999999 40.424866, -79.988312 40.422875, -79.988247 40.421889, -79.988159 40.420083999999996, -79.98818299999999 40.41851, -79.997281 40.418261, -79.997342 40.41992, -79.997401 40.421648, -79.99748199999999 40.423719, -79.99752699999999 40.425723, -79.99762 40.426749, -80.003838 40.42783, -80.002214 40.428554))",2073,19200,0.3544838066496645
53,275,42,3,180700,1400000US42003180700,42003180700,1807.0,CT,393380,0,40.4245849578,-80.0013148562,42003180700.0,,,"POLYGON ((-80.005611 40.427009999999996, -80.003838 40.42783, -79.99762 40.426749, -79.99752699999999 40.425723, -79.99748199999999 40.423719, -79.997401 40.421648, -79.99825299999999 40.421441, -80.002467 40.421774, -80.00274499999999 40.422266, -80.00494499999999 40.422199, -80.004955 40.422441, -80.005021 40.423845, -80.005096 40.425498, -80.005611 40.427009999999996))",1991,29015,0.6245711262780266
277,2082,42,3,190300,1400000US42003190300,42003190300,1903.0,CT,788603,0,40.4327874492,-80.0149214349,42003190300.0,,,"POLYGON ((-80.020617 40.426182, -80.018695 40.432469999999995, -80.01797499999999 40.434802999999995, -80.019173 40.434982, -80.018729 40.438353, -80.01772799999999 40.439735999999996, -80.016393 40.438128, -80.01382199999999 40.437588999999996, -80.011607 40.435756, -80.00560999999999 40.431716, -80.00447 40.431250999999996, -80.00271 40.430533, -80.004057 40.430138, -80.00492799999999 40.430507, -80.009903 40.43334, -80.010249 40.432254, -80.010716 40.430895, -80.01276299999999 40.430523, -80.01361299999999 40.43027, -80.017029 40.427081, -80.019931 40.425819, -80.020617 40.426182))",1804,43070,0.45761000258547807
